Ano;Cod;Área;Grau_academico;Cod_IES;Nome_IES;Sigla_IES;Organização;Cat_adm;Cód_curso;Mod_Ensino;Cód_Municipio;Município;Sigla_UF;Concluintes_inscritos;Concluintes_participantes;Enade_faixa
2021;702;Matemática ;Licenciatura;719;Universidade Do Estado De Mato Grosso Carlos Alberto Reyes Maldonado - Unemat;UNEMAT;Universidade;Pública (Est);16272;Educação Presencial;5107909;Sinop;MT;9;7;2
2021;702;Matemática ;Licenciatura;719;Universidade Do Estado De Mato Grosso Carlos Alberto Reyes Maldonado - Unemat;UNEMAT;Universidade;Pública (Est);43037;Educação Presencial;5101704;Barra do Bugres;MT;27;22;2
2021;702;Matemática ;Licenciatura;719;Universidade Do Estado De Mato Grosso Carlos Alberto Reyes Maldonado - Unemat;UNEMAT;Universidade;Pública (Est);1472818;Educação a Distância;5102504;Cáceres;MT;8;7;1
2021;702;Matemática ;Licenciatura;730;Universidade Estadual De Ponta Grossa;UEPG;Universidade;Pública (Est);16403;Educação Presencial;4119905;Ponta Grossa;PR;23;19;4
2021;702;Matemática ;Licenciatura;730;Universidade Estadual De Ponta Grossa;UEPG;Universidade;Pública (Est);120767;Educação a Distância;4119905;Ponta Grossa;PR;11;9;3
2021;702;Matemática ;Licenciatura;746;Universidade Regional Do Cariri;URCA;Universidade;Pública (Est);1155366;Educação Presencial;2307304;Juazeiro do Norte;CE;43;38;3
2021;702;Matemática ;Licenciatura;746;Universidade Regional Do Cariri;URCA;Universidade;Pública (Est);1327524;Educação Presencial;2302701;Campos Sales;CE;30;30;2
2021;702;Matemática ;Licenciatura;752;Faculdade De Pará De Minas;FAPAM;Faculdade;Privada (S.L);54762;Educação Presencial;3147105;Pará de Minas;MG;12;12;4
2021;702;Matemática ;Licenciatura;753;Faculdade De Ciências Humanas Do Sertão Central;FACHUSC;Faculdade;Pública (Mun);111982;Educação Presencial;2612208;Salgueiro;PE;17;16;1
2021;702;Matemática ;Licenciatura;756;Universidade Estadual Do Piauí;UESPI;Universidade;Pública (Est);20392;Educação Presencial;2211001;Teresina;PI;26;24;3
2021;702;Matemática ;Licenciatura;756;Universidade Estadual Do Piauí;UESPI;Universidade;Pública (Est);71037;Educação Presencial;2211001;Teresina;PI;9;7;2
2021;702;Matemática ;Licenciatura;789;Universidade Federal De Roraima;UFRR;Universidade;Pública (Fed);118564;Educação Presencial;1400100;Boa Vista;RR;14;12;3
2021;702;Matemática ;Licenciatura;789;Universidade Federal De Roraima;UFRR;Universidade;Pública (Fed);1185309;Educação a Distância;1400100;Boa Vista;RR;36;30;1
2021;702;Matemática ;Licenciatura;830;Universidade Federal Do Amapá;UNIFAP;Universidade;Pública (Fed);17196;Educação Presencial;1600303;Macapá;AP;24;16;2
2021;702;Matemática ;Licenciatura;830;Universidade Federal Do Amapá;UNIFAP;Universidade;Pública (Fed);1278673;Educação a Distância;1600303;Macapá;AP;8;8;2
2021;702;Matemática ;Licenciatura;953;Universidade Metropolitana De Santos;UNIMES;Universidade;Privada (S.L);100724;Educação a Distância;3548500;Santos;SP;11;6;2
2021;702;Matemática ;Licenciatura;953;Universidade Metropolitana De Santos;UNIMES;Universidade;Privada (S.L);108012;Educação Presencial;3548500;Santos;SP;8;6;3
2021;702;Matemática ;Licenciatura;1012;Faculdade Do Sertão Do Pajeú;FASP;Faculdade;Pública (Mun);109768;Educação Presencial;2600104;Afogados da Ingazeira;PE;15;15;2
2021;702;Matemática ;Licenciatura;1027;Universidade Estadual Do Norte Fluminense Darcy Ribeiro;UENF;Universidade;Pública (Est);21578;Educação Presencial;3301009;Campos dos Goytacazes;RJ;8;7;4
2021;702;Matemática ;Licenciatura;1028;Universidade Estadual De Mato Grosso Do Sul;UEMS;Universidade;Pública (Est);45701;Educação Presencial;5002902;Cassilândia;MS;8;6;2
2021;702;Matemática ;Licenciatura;1028;Universidade Estadual De Mato Grosso Do Sul;UEMS;Universidade;Pública (Est);45703;Educação Presencial;5006200;Nova Andradina;MS;9;7;2
2021;702;Matemática ;Licenciatura;1028;Universidade Estadual De Mato Grosso Do Sul;UEMS;Universidade;Pública (Est);68313;Educação Presencial;5003702;Dourados;MS;16;13;2
2021;702;Matemática ;Licenciatura;1036;Universidade Do Estado De Minas Gerais;UEMG;Universidade;Pública (Est);7081;Educação Presencial;3113305;Carangola;MG;7;5;3
2021;702;Matemática ;Licenciatura;1036;Universidade Do Estado De Minas Gerais;UEMG;Universidade;Pública (Est);20854;Educação Presencial;3147907;Passos;MG;17;12;2
2021;702;Matemática ;Licenciatura;1036;Universidade Do Estado De Minas Gerais;UEMG;Universidade;Pública (Est);39715;Educação Presencial;3122306;Divinópolis;MG;18;17;4
2021;702;Matemática ;Licenciatura;1036;Universidade Do Estado De Minas Gerais;UEMG;Universidade;Pública (Est);68511;Educação Presencial;3129806;Ibirité;MG;65;58;3
2021;702;Matemática ;Licenciatura;1082;Instituto Federal De Educação, Ciência E Tecnologia Do Rio Grande Do Norte;IFRN;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);123787;Educação Presencial;2408003;Mossoró;RN;19;15;2
2021;702;Matemática ;Licenciatura;1082;Instituto Federal De Educação, Ciência E Tecnologia Do Rio Grande Do Norte;IFRN;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1123270;Educação Presencial;2408102;Natal;RN;34;32;3
2021;702;Matemática ;Licenciatura;1082;Instituto Federal De Educação, Ciência E Tecnologia Do Rio Grande Do Norte;IFRN;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1184450;Educação Presencial;2411205;Santa Cruz;RN;20;19;3
2021;702;Matemática ;Licenciatura;1120;Instituto Federal De Educação, Ciência E Tecnologia Fluminense;IF Fluminense;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);52442;Educação Presencial;3301009;Campos dos Goytacazes;RJ;35;34;3
2021;702;Matemática ;Licenciatura;1126;Universidade Estadual Do Centro Oeste;UNICENTRO;Universidade;Pública (Est);11163;Educação Presencial;4109401;Guarapuava;PR;17;11;3
2021;702;Matemática ;Licenciatura;1126;Universidade Estadual Do Centro Oeste;UNICENTRO;Universidade;Pública (Est);103572;Educação Presencial;4110706;Irati;PR;14;11;4
2021;702;Matemática ;Licenciatura;1166;Instituto Federal De Educação, Ciência E Tecnologia  Da Paraíba;IFPB;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128030;Educação Presencial;2504009;Campina Grande;PB;14;11;3
2021;702;Matemática ;Licenciatura;1166;Instituto Federal De Educação, Ciência E Tecnologia  Da Paraíba;IFPB;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128096;Educação Presencial;2503704;Cajazeiras;PB;35;32;3
2021;702;Matemática ;Licenciatura;1196;Universidade Cesumar;UNICESUMAR;Universidade;Privada (C.L);1292570;Educação a Distância;4115200;Maringá;PR;465;359;3
2021;702;Matemática ;Licenciatura;1205;Centro Universitário Fael;UNIFAEL;Faculdade;Privada (C.L);1172590;Educação a Distância;4113205;Lapa;PR;295;198;2
2021;702;Matemática ;Licenciatura;1270;Centro Universitário Estácio De Ribeirão Preto;ESTÁCIO RIBEIRÃO PRE;Centro Universitário;Privada (C.L);1330050;Educação a Distância;3543402;Ribeirão Preto;SP;144;22;2
2021;702;Matemática ;Licenciatura;1273;Centro Universitário Campo Limpo Paulista; UNIFACCAMP;Centro Universitário;Privada (C.L);99778;Educação Presencial;3509601;Campo Limpo Paulista;SP;32;7;2
2021;702;Matemática ;Licenciatura;1292;Centro Universitário De Adamantina;FAI;Centro Universitário;Pública (Mun);21105;Educação Presencial;3500105;Adamantina;SP;7;6;2
2021;702;Matemática ;Licenciatura;1294;Centro Universitário Das Américas;CAM;Centro Universitário;Privada (C.L);1487060;Educação a Distância;3550308;São Paulo;SP;11;9;2
2021;702;Matemática ;Licenciatura;1299;Faculdades Integradas De Fernandópolis;FIFE;Faculdade;Privada (S.L);81660;Educação Presencial;3515509;Fernandópolis;SP;8;7;3
2021;702;Matemática ;Licenciatura;1303;Instituto Federal De Educação, Ciência E Tecnologia Goiano;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1102963;Educação Presencial;5221809;Urutaí;GO;14;14;3
2021;702;Matemática ;Licenciatura;1326;Faculdade Multivix Serra;MULTIVIX SERRA;Faculdade;Privada (C.L);1405215;Educação a Distância;3205002;Serra;ES;4;3;4
2021;702;Matemática ;Licenciatura;1365;Centro Universitário Adventista De São Paulo;UNASP;Centro Universitário;Privada (S.L);42571;Educação Presencial;3550308;São Paulo;SP;16;11;2
2021;702;Matemática ;Licenciatura;1422;Centro Universitário Do Norte;UNINORTE;Centro Universitário;Privada (S.L);47059;Educação Presencial;1302603;Manaus;AM;37;31;2
2021;702;Matemática ;Licenciatura;1472;Centro Universitário Leonardo Da Vinci;UNIASSELVI;Centro Universitário;Privada (C.L);99952;Educação a Distância;4207502;Indaial;SC;420;274;2
2021;702;Matemática ;Licenciatura;1491;Centro Universitário Internacional;UNINTER;Centro Universitário;Privada (C.L);1315060;Educação a Distância;4106902;Curitiba;PR;2390;1198;2
2021;702;Matemática ;Licenciatura;1500;Faculdade Uniguaçu;FAC UNIGUAÇU;Faculdade;Privada (C.L);1113975;Educação Presencial;4125704;São Miguel do Iguaçu;PR;9;7;3
2021;702;Matemática ;Licenciatura;1510;Centro Universitário Estácio De Santa Catarina - Estácio Santa Catarina;;Centro Universitário;Privada (C.L);1379285;Educação a Distância;4216602;São José;SC;8;5;4
2021;702;Matemática ;Licenciatura;1538;Centro Universitario Projeção;UNIPROJEÇÃO;Centro Universitário;Privada (C.L);1377494;Educação Presencial;5300108;Brasília;DF;13;13;3
2021;702;Matemática ;Licenciatura;1554;Centro Universitário Do Vale Do Ribeira;UNIVR;Centro Universitário;Privada (C.L);39292;Educação Presencial;3542602;Registro;SP;10;8;2
2021;702;Matemática ;Licenciatura;1640;Centro Universitário Ages;UniAGES;Centro Universitário;Privada (C.L);1160481;Educação Presencial;2923803;Paripiranga;BA;8;7;3
2021;702;Matemática ;Licenciatura;1660;Centro Universitário Estácio De Brasília - Estácio Brasília;ESTÁCIO BRASÍLIA;Centro Universitário;Privada (C.L);107026;Educação Presencial;5300108;Brasília;DF;4;2;1
2021;702;Matemática ;Licenciatura;1762;Centro Universitário De Tecnologia E Negócios Carlos Drummond De Andrade;UniTen CDA;Faculdade;Privada (C.L);1205546;Educação Presencial;3550308;São Paulo;SP;3;2;3
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);63383;Educação Presencial;2304400;Fortaleza;CE;34;23;4
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);84374;Educação Presencial;2307304;Juazeiro do Norte;CE;31;29;3
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);85320;Educação Presencial;2303808;Cedro;CE;37;32;2
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1160182;Educação a Distância;2304400;Fortaleza;CE;73;48;2
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1160979;Educação Presencial;2302800;Canindé;CE;28;26;3
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1442119;Educação Presencial;2307700;Maranguape;CE;4;4;3
2021;702;Matemática ;Licenciatura;1807;Instituto Federal De Educação, Ciência E Tecnologia Do Ceará;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);5000138;Educação Presencial;2304103;Crateús;CE;23;18;2
2021;702;Matemática ;Licenciatura;1808;Instituto Federal De Educação, Ciência E Tecnologia Do Espírito Santo;IFES;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);108730;Educação Presencial;3205309;Vitória;ES;39;34;4
2021;702;Matemática ;Licenciatura;1808;Instituto Federal De Educação, Ciência E Tecnologia Do Espírito Santo;IFES;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103657;Educação Presencial;3201209;Cachoeiro de Itapemirim;ES;6;6;4
2021;702;Matemática ;Licenciatura;1809;Instituto Federal De Educação, Ciência E Tecnologia De Pernambuco;IFPE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);100690;Educação Presencial;2610905;Pesqueira;PE;48;43;2
2021;702;Matemática ;Licenciatura;1809;Instituto Federal De Educação, Ciência E Tecnologia De Pernambuco;IFPE;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);123356;Educação a Distância;2611606;Recife;PE;122;114;2
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);113490;Educação Presencial;3550308;São Paulo;SP;44;40;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);122122;Educação Presencial;3518800;Guarulhos;SP;67;55;3
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128360;Educação Presencial;3506508;Birigui;SP;17;13;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128375;Educação Presencial;3507605;Bragança Paulista;SP;22;20;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128378;Educação Presencial;3510500;Caraguatatuba;SP;35;27;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1129073;Educação Presencial;3503208;Araraquara;SP;13;13;3
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1181042;Educação Presencial;3509700;Campos do Jordão;SP;26;23;3
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1333201;Educação Presencial;3549904;São José dos Campos;SP;24;24;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1340989;Educação Presencial;3513504;Cubatão;SP;13;13;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1341347;Educação Presencial;3522307;Itapetininga;SP;12;12;4
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1366967;Educação Presencial;3519071;Hortolândia;SP;7;7;5
2021;702;Matemática ;Licenciatura;1810;Instituto Federal De Educação, Ciência E Tecnologia De São Paulo;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1420637;Educação Presencial;3523107;Itaquaquecetuba;SP;17;15;4
2021;702;Matemática ;Licenciatura;1811;Instituto Federal De Educação, Ciência E Tecnologia De Goiás;IFG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103461;Educação Presencial;5208707;Goiânia;GO;35;27;3
2021;702;Matemática ;Licenciatura;1811;Instituto Federal De Educação, Ciência E Tecnologia De Goiás;IFG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1321332;Educação Presencial;5221858;Valparaíso de Goiás;GO;12;11;3
2021;702;Matemática ;Licenciatura;1812;Instituto Federal De Educação, Ciência E Tecnologia  Do Amazonas;IFAM;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);5000493;Educação Presencial;1302603;Manaus;AM;30;27;2
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);63062;Educação Presencial;2211001;Teresina;PI;54;51;3
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);83929;Educação Presencial;2203909;Floriano;PI;13;10;3
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103813;Educação Presencial;2208403;Piripiri;PI;42;33;3
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103910;Educação Presencial;2200608;Angical do Piauí;PI;25;18;2
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103911;Educação Presencial;2202901;Corrente;PI;37;36;2
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103912;Educação Presencial;2211209;Uruçuí;PI;21;19;2
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1127113;Educação Presencial;2210607;São Raimundo Nonato;PI;33;28;2
2021;702;Matemática ;Licenciatura;1820;Instituto Federal De Educação, Ciência E Tecnologia Do Piauí;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1341230;Educação Presencial;2202703;Cocal;PI;45;44;3
2021;702;Matemática ;Licenciatura;1870;Faculdades Integradas Regionais De Avaré;FIRA;Faculdade;Pública (Mun);18969;Educação Presencial;3504503;Avaré;SP;10;7;3
2021;702;Matemática ;Licenciatura;1908;Escola De Ensino Superior Fabra;FABRA;Faculdade;Privada (S.L);1331704;Educação Presencial;3205002;Serra;ES;2;2;3
2021;702;Matemática ;Licenciatura;1930;Instituto Superior De Educação De São Paulo;SINGULARIDADES/ISESP;Faculdade;Privada (S.L);1166280;Educação Presencial;3550308;São Paulo;SP;8;7;5
2021;702;Matemática ;Licenciatura;2111;Centro Universitário Inta;UNINTA;Centro Universitário;Privada (S.L);1419680;Educação a Distância;2312908;Sobral;CE;7;7;2
2021;702;Matemática ;Licenciatura;2149;Faculdade Mato Grosso Do Sul;FACSUL;Faculdade;Privada (C.L);1086317;Educação Presencial;5002704;Campo Grande;MS;41;35;2
2021;702;Matemática ;Licenciatura;2320;Instituto Superior De Educação Ateneu;ISEAT;Faculdade;Privada (C.L);74238;Educação Presencial;3205200;Vila Velha;ES;3;2;4
2021;702;Matemática ;Licenciatura;2564;Universidade Federal De Campina Grande;UFCG;Universidade;Pública (Fed);13448;Educação Presencial;2504009;Campina Grande;PB;14;13;4
2021;702;Matemática ;Licenciatura;2564;Universidade Federal De Campina Grande;UFCG;Universidade;Pública (Fed);99806;Educação Presencial;2505105;Cuité;PB;17;16;3
2021;702;Matemática ;Licenciatura;2564;Universidade Federal De Campina Grande;UFCG;Universidade;Pública (Fed);1152880;Educação Presencial;2503704;Cajazeiras;PB;21;21;3
2021;702;Matemática ;Licenciatura;2620;Faculdade De Ampére;FAMPER;Faculdade;Privada (C.L);1074417;Educação Presencial;4101002;Ampére;PR;5;5;3
2021;702;Matemática ;Licenciatura;2915;Faculdade Cidade De Patos De Minas;FPM;Faculdade;Privada (S.L);91837;Educação Presencial;3148004;Patos de Minas;MG;6;6;2
2021;702;Matemática ;Licenciatura;3160;Instituto Federal De Educação, Ciência E Tecnologia De Alagoas;IFAL;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103556;Educação Presencial;2704302;Maceió;AL;30;29;2
2021;702;Matemática ;Licenciatura;3163;Instituto Federal De Educação, Ciência E Tecnologia Do Rio De Janeiro;IFRJ;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);102430;Educação Presencial;3303203;Nilópolis;RJ;38;32;4
2021;702;Matemática ;Licenciatura;3163;Instituto Federal De Educação, Ciência E Tecnologia Do Rio De Janeiro;IFRJ;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);121013;Educação Presencial;3306305;Volta Redonda;RJ;45;42;3
2021;702;Matemática ;Licenciatura;3163;Instituto Federal De Educação, Ciência E Tecnologia Do Rio De Janeiro;IFRJ;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1153801;Educação Presencial;3303609;Paracambi;RJ;26;24;3
2021;702;Matemática ;Licenciatura;3164;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);114388;Educação Presencial;5102637;Campo Novo do Parecis;MT;16;15;2
2021;702;Matemática ;Licenciatura;3164;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1160424;Educação Presencial;5105150;Juína;MT;21;16;3
2021;702;Matemática ;Licenciatura;3164;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1442126;Educação a Distância;5103403;Cuiabá;MT;144;133;2
2021;702;Matemática ;Licenciatura;3165;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1193885;Educação a Distância;3170107;Uberaba;MG;44;41;2
2021;702;Matemática ;Licenciatura;3165;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1387235;Educação Presencial;3147006;Paracatu;MG;12;12;2
2021;702;Matemática ;Licenciatura;3172;Universidade Do Estado Do Amazonas;UEA;Universidade;Pública (Est);60760;Educação Presencial;1304203;Tefé;AM;8;7;2
2021;702;Matemática ;Licenciatura;3172;Universidade Do Estado Do Amazonas;UEA;Universidade;Pública (Est);61024;Educação Presencial;1304062;Tabatinga;AM;20;16;1
2021;702;Matemática ;Licenciatura;3172;Universidade Do Estado Do Amazonas;UEA;Universidade;Pública (Est);61669;Educação Presencial;1303403;Parintins;AM;31;29;2
2021;702;Matemática ;Licenciatura;3172;Universidade Do Estado Do Amazonas;UEA;Universidade;Pública (Est);82658;Educação Presencial;1302603;Manaus;AM;48;43;3
2021;702;Matemática ;Licenciatura;3183;Instituto Federal De Educação, Ciência E Tecnologia De Sergipe;IFS;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);96913;Educação Presencial;2800308;Aracaju;SE;29;25;3
2021;702;Matemática ;Licenciatura;3184;Instituto Federal De Educação, Ciência E Tecnologia De Roraima;IFRR;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1152312;Educação Presencial;1400100;Boa Vista;RR;21;16;2
2021;702;Matemática ;Licenciatura;3184;Instituto Federal De Educação, Ciência E Tecnologia De Roraima;IFRR;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1477654;Educação a Distância;5205471;Chapadão do Céu;GO;49;39;1
2021;702;Matemática ;Licenciatura;3188;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);99503;Educação Presencial;3135209;Januária;MG;13;12;3
2021;702;Matemática ;Licenciatura;3188;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1102641;Educação Presencial;3157005;Salinas;MG;52;37;2
2021;702;Matemática ;Licenciatura;3189;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);116820;Educação Presencial;3126109;Formiga;MG;15;15;4
2021;702;Matemática ;Licenciatura;3189;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1142320;Educação Presencial;3162807;São João Evangelista;MG;21;18;4
2021;702;Matemática ;Licenciatura;3279;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);113589;Educação Presencial;3155801;Rio Pomba;MG;24;24;2
2021;702;Matemática ;Licenciatura;3279;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1414995;Educação Presencial;3160702;Santos Dumont;MG;11;11;4
2021;702;Matemática ;Licenciatura;3368;Centro Universitário Do Sul De Minas;UNIS-MG;Centro Universitário;Privada (S.L);100620;Educação a Distância;3170701;Varginha;MG;6;6;4
2021;702;Matemática ;Licenciatura;3448;Instituto Superior De Educação Ibituruna;;Faculdade;Privada (C.L);74288;Educação Presencial;3143302;Montes Claros;MG;3;2;1
2021;702;Matemática ;Licenciatura;3515;Centro Universitário Da Vitória De Santo Antão;UNIVISA;Centro Universitário;Privada (S.L);29447;Educação Presencial;2616407;Vitória de Santo Antão;PE;26;22;2
2021;702;Matemática ;Licenciatura;3613;Faculdades Integradas Iesgo;IESGO;Faculdade;Privada (C.L);48181;Educação Presencial;5208004;Formosa;GO;6;4;1
2021;702;Matemática ;Licenciatura;3769;Faculdade Madre Tereza;FAMAT;Faculdade;Privada (C.L);88586;Educação Presencial;1600600;Santana;AP;2;2;2
2021;702;Matemática ;Licenciatura;3849;Fundação Universidade Federal Do Tocantins;UFT;Universidade;Pública (Fed);17154;Educação Presencial;1702406;Arraias;TO;32;28;2
2021;702;Matemática ;Licenciatura;3849;Fundação Universidade Federal Do Tocantins;UFT;Universidade;Pública (Fed);1105218;Educação Presencial;1702109;Araguaína;TO;16;11;2
2021;702;Matemática ;Licenciatura;3849;Fundação Universidade Federal Do Tocantins;UFT;Universidade;Pública (Fed);1313067;Educação a Distância;1721000;Palmas;TO;67;59;1
2021;702;Matemática ;Licenciatura;4098;Instituto Federal De Educação, Ciência E Tecnologia Farroupilha;IFFarroupilha;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103185;Educação Presencial;4311205;Júlio de Castilhos;RS;6;6;3
2021;702;Matemática ;Licenciatura;4098;Instituto Federal De Educação, Ciência E Tecnologia Farroupilha;IFFarroupilha;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128936;Educação Presencial;4300406;Alegrete;RS;10;10;2
2021;702;Matemática ;Licenciatura;4098;Instituto Federal De Educação, Ciência E Tecnologia Farroupilha;IFFarroupilha;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1128938;Educação Presencial;4317202;Santa Rosa;RS;15;14;4
